name;WoSline;author;title;journal;year
WAN_Q(2018)126:136;896734;Wan, Q; A TBE control chart-based maintenance policy for a service facility;COMPUT IND ENG;2018
WANG_J(2018)89:31;896813;Wang, JH; A locality-aware shuffle optimization on fat-tree data centers;FUTURE GENER COMP SY;2018
WANG_Q(2018)53:16439;896903;Wang, Q; Multicolored-light emission from InGaN/GaN multiple quantum wells grown by selective-area epitaxy on patterned Si(100) substrates;J MATER SCI;2018
YANG_L(2018)26:2762;897005;Yang, LC; A Distributed Computation Offloading Strategy in Small-Cell Networks Integrated With Mobile Edge Computing;IEEE ACM T NETWORK;2018
YANG_S(2018)25:833;897100;Yang, SQ; Static window transition graphs for Android;AUTOMAT SOFTW ENG;2018
YOUSEFI_M(2018)16:535;897239;Yousefi, MHN; A Task-Based Greedy Scheduling Algorithm for Minimizing Energy of MapReduce Jobs;J GRID COMPUT;2018
ZHANG_Y(2018)5:5254;897322;Zhang, Y; Toward a Perpetual IoT System: Wireless Power Management Policy With Threshold Structure;IEEE INTERNET THINGS;2018
ZHOU_Y(2018)67:11681;897441;Zhou, YC; Cache-Aware Multicast Beamforming Design for Multicell Multigroup Multicast;IEEE T VEH TECHNOL;2018
DING_Y(2018)12:5465;897536;Ding, YW; Cost-Aware Scheduling of Computation-Intensive Tasks on Multi-Core Server;KSII T INTERNET INF;2018
SUTHA_K(2018)12:5357;897616;Sutha, K; Energy and Service Level Agreement Aware Resource Allocation Heuristics for Cloud Data Centers;KSII T INTERNET INF;2018
MALHOTRA_A(2018)31:3812;897689;Malhotra, A; EMCloud: A hierarchical volunteer cloud with explicit mobile devices;INT J COMMUN SYST;2018
NIKRAVES_A(2018)7:s13677-018-0122-7;897770;Nikravesh, A; Using genetic algorithms to find optimal solution in a search space for a cloud predictive cost-driven decision maker;J CLOUD COMPUT-ADV S;2018
CHEN_H(2018)74:6291;897846;Chen, HK; Cost-efficient reactive scheduling for real-time workflows in clouds;J SUPERCOMPUT;2018
DAO_N(2018)36:2538;897941;Dao, NN; SGCO: Stabilized Green Crosshaul Orchestration for Dense IoT Offloading Services;IEEE J SEL AREA COMM;2018
GHIASI_R(2018)22:561;898131;Ghiasi, R; Optimization-based method for structural damage detection with consideration of uncertainties- a comparative study;SMART STRUCT SYST;2018
GUNAWI_H(2018)14:3242086;898231;Gunawi, HS; Fail-Slow at Scale: Evidence of Hardware Performance Faults in Large Production Systems;ACM T STORAGE;2018
LIN_W(2018)468:47;898391;Lin, WW; A cloud server energy consumption measurement system for heterogeneous cloud environments;INFORM SCIENCES;2018
LIU_K(2018)117:214;898506;Liu, K; Susceptibility of existing and planned Chinese railway system subjected to rainfall-induced multi-hazards;TRANSPORT RES A-POL;2018
LIU_L(2018)5:487;898593;Liu, LX; Minimization of total energy consumption in an m-machine flow shop with an exponential time-dependent learning effect;FRONT ENG MANAG;2018
MI_J(2018)56:116;898674;Mi, J; Software-Defined Green 5G System for Big Data;IEEE COMMUN MAG;2018
MUKHERJE_A(2018)37:2416;898754;Mukherjee, A; Energy Management of Applications With Varying Resource Usage on Smartphones;IEEE T COMPUT AID D;2018
QUILACHA_W(2018)9:218;899010;Quilachamin, WG; Overview of Service and Deployment Models Offered by Cloud Computing, based on International Standard ISO/IEC 17788;INT J ADV COMPUT SC;2018
ROY_S(2018)74:6069;899183;Roy, S; Internet of Music Things: an edge computing paradigm for opportunistic crowdsensing;J SUPERCOMPUT;2018
SONG_T(2018)74:5865;899285;Song, TG; GPU-accelerated high-performance encoding and decoding of hierarchical RAID in virtual machines;J SUPERCOMPUT;2018
SUN_F(2018)67:11049;899373;Sun, F; Cooperative Task Scheduling for Computation Offloading in Vehicular Cloud;IEEE T VEH TECHNOL;2018
SWARAJA_K(2018)77:28249;899485;Swaraja, K; Medical image region based watermarking for secured telemedicine;MULTIMED TOOLS APPL;2018
VERMA_G(2018)468:1;899588;Verma, GK; Provably secure certificate-based proxy blind signature scheme from pairings;INFORM SCIENCES;2018
YU_S(2018)67:11098;899673;Yu, S; Computation Offloading With Data Caching Enhancement for Mobile Edge Computing;IEEE T VEH TECHNOL;2018
ZHU_H(2018)29:3504;899799;Zhu, H; EdgePlace: Availability-aware placement for chained mobile edge applications;T EMERG TELECOMMUN T;2018
AL-HAZEM_F(2018)144:254;899889;Al-Hazemi, F; Dynamic allocation of power delivery paths in consolidated data centers based on adaptive UPS switching;COMPUT NETW;2018
HABIBZAD_H(2018)144:163;900012;Habibzadeh, H; Sensing, communication and security planes: A new challenge for a smart city system design;COMPUT NETW;2018
TOLAKOVI_A(2018)144:17;900417;Tolakovic, A; Internet of Things (loT): A review of enabling technologies, challenges, and open research issues;COMPUT NETW;2018
JIANG_H(2018)120:119;900670;Jiang, HP; Self-adaptive resource allocation for energy-aware virtual machine placement in dynamic computing cloud;J NETW COMPUT APPL;2018
ZHANG_Y(2018)30:4731;900758;Zhang, YJ; Energy-efficient task scheduling on heterogeneous computing systems by linear programming;CONCURR COMP-PRACT E;2018
BENATIA_A(2018)15:3226228;900863;Benatia, A; BestSF A Sparse Meta-Format for Optimizing SpMV on GPU;ACM T ARCHIT CODE OP;2018
BHARGAVA_C(2018)26:1765;900976;Bhargava, C; An Intelligent Reliability Assessment technique for Bipolar Junction Transistor using Artificial Intelligence Techniques;PERTANIKA J SCI TECH;2018
CHEN_L(2018)14:4656;901048;Chen, LX; Adaptive Fog Configuration for the Industrial Internet of Things;IEEE T IND INFORM;2018
DESMOUCE_Y(2018)26:1034;901127;Desmouceaux, Y; Flow-Aware Workload Migration in Data Centers;J NETW SYST MANAG;2018
ELAHI_A(2018)10:805;901208;Elahi, A; A Nature-Inspired Hybrid Technique for Interference Reduction in Cognitive Radio Networks;COGN COMPUT;2018
HALACSY_G(2018)138:51;901624;Halacsy, G; Optimal energy-efficient placement of virtual machines with divisible sizes;INFORM PROCESS LETT;2018
ALVAREZ-_L(2018)10:su10103542;901698;Alvarez-Gonzalez, LI; Online Voluntary Transparency in Spanish Retail Firms. Measurement Index and CSR-Related Factors as Determinants;SUSTAINABILITY-BASEL;2018
KHALAJ_A(2018)93:451;901836;Khalaj, AH; Towards the stand-alone operation of data centers with free cooling and optimally sized hybrid renewable power generation and energy storage;RENEW SUST ENERG REV;2018
LI_D(2018)29:2373;901962;Li, DP; Workload Scheduling for Massive Storage Systems with Arbitrary Renewable Supply;IEEE T PARALL DISTR;2018
NARDI_B(2018)61:86;902223;Nardi, B; Computing within Limits;COMMUN ACM;2018
SAFARI_M(2018)74:5578;902490;Safari, M; PL-DVFS: combining Power-aware List-based scheduling algorithm with DVFS technique for real-time tasks in Cloud Computing;J SUPERCOMPUT;2018
SANDOKJI_S(2018)9:234;902574;Sandokji, S; Task Scheduling Frameworks for Heterogeneous Computing Toward Exascale;INT J ADV COMPUT SC;2018
SHAW_S(2018)9:1;902680;Shaw, SB; Optimum Utilization of Resources Through Restricted Virtual Machine Migration and Efficient VM Placement in Cloud Data Center;INT J DISTRIB SYST T;2018
SHIOURA_A(2018)21:505;902748;Shioura, A; Models and algorithms for energy-efficient scheduling with immediate start of jobs;J SCHEDULING;2018
THORNLEY_C(2018)9:56;902859;Thornley, CV; The Role of Ethics in Developing Professionalism Within the Global ICT Community.;INT J HUM CAP INF TE;2018
UMAR_M(2018)120:222;903069;Umar, M; Aspen-based performance and energy modeling frameworks;J PARALLEL DISTR COM;2018
WU_Y(2018)18:s18103472;903169;Wu, Y; Optimal Computational Power Allocation in Multi-Access Mobile Edge Computing for Blockchain;SENSORS-BASEL;2018
ZENG_D(2018)67:9922;903281;Zeng, DZ; Energy-Efficient Coordinated Multipoint Scheduling in Green Cloud Radio Access Network;IEEE T VEH TECHNOL;2018
ZHANG_P(2018)15:38;903393;Zhang, PY; Topology Based Reliable Virtual Network Embedding from a QoE Perspective;CHINA COMMUN;2018
LIU_Z(2018)14:1550147718802259;903495;Liu, ZZ; Sensor-cloud data acquisition based on fog computation and adaptive block compressed sensing;INT J DISTRIB SENS N;2018
XU_Z(2018)162:93;903590;Xu, ZW; State-taint analysis for detecting resource bugs;SCI COMPUT PROGRAM;2018
ABADI_R(2018)21:1711;903861;Abadi, RMB; Self-adaptive architecture for virtual machines consolidation based on probabilistic model evaluation of data centers in Cloud computing;CLUSTER COMPUT;2018
ALVAREZ_P(2018)61:1407;903970;Alvarez, P; Cost-driven provisioning and execution of a computing-intensive service on the Amazon EC2;COMPUT J;2018
BACCHETT_A(2018)10:su10093342;904062;Bacchetti, A; Investment and Management Decisions in Aluminium Melting: A Total Cost of Ownership Model and Practical Applications;SUSTAINABILITY-BASEL;2018
BAKER_T(2018)19:242;904164;Baker, T; Cloud-SEnergy: A bin-packing based multi-cloud service broker for energy efficient composition and execution of data-intensive applications;SUSTAIN COMPUT-INFOR;2018
CHKIRBEN_Z(2018)129:111;904269;Chkirbene, Z; Efficient techniques for energy saving in data center networks;COMPUT COMMUN;2018
COPPING_A(2018)52:99;904367;Copping, A; Maritime Renewable Energy Markets: Power From the Sea;MAR TECHNOL SOC J;2018
JINDAL_N(2018)26:1699;904599;Jindal, N; Reusing Trace Buffers as Victim Caches;IEEE T VLSI SYST;2018
KUMAR_M(2018)19:147;904694;Kumar, M; PSO-COGENT: Cost and energy efficient scheduling in cloud environment with deadline constraint;SUSTAIN COMPUT-INFOR;2018
LI_C(2018)25:569;904783;Li, CL; Efficient QoS aware two-layer service allocation in hybrid mobile cloud;AUTOMAT SOFTW ENG;2018
LI_K(2018)19:61;904884;Li, KQ; Experimental study of energy and time constrained task scheduling with irregular speed and power levels;SUSTAIN COMPUT-INFOR;2018
LI_M(2018)90:1245;905005;Li, MJ; Image Multi-human Behavior Analysis Based on Low Rank Texture Direction;J SIGNAL PROCESS SYS;2018
LIU_J(2018)61:1284;905075;Liu, JL; Towards Bandwidth Guaranteed Virtual Cluster Reallocation in the Cloud;COMPUT J;2018
MA_M(2018)90:1167;905179;Ma, M; Data and Decision Intelligence for Human-in-the-Loop Cyber-Physical Systems: Reference Model, Recent Progresses and Challenges;J SIGNAL PROCESS SYS;2018
MA_X(2018)86:174;905330;Ma, XP; Secure fine-grained spatio-temporal Top-k queries in TMWSNs;FUTURE GENER COMP SY;2018
MIHIC_M(2018)10:su10092968;905437;Mihic, MM; Reducing Risks in Energy Innovation Projects: Complexity Theory Perspective;SUSTAINABILITY-BASEL;2018
NASIM_R(2018)21:1681;905588;Nasim, R; Robust optimization for energy-efficient virtual machine consolidation in modern datacenters;CLUSTER COMPUT;2018
PAN_S(2018)102:125;905701;Pan, S; Energy-Optimal Uplink Scheduling in Mobile Cloud Systems;WIRELESS PERS COMMUN;2018
RABAB_U(2018)11:63;905777;Rabab, UE; FPGA Implementation of Secure Internet of Things (SIT) Algorithm for High Throughput Area Ratio;INT J FUTUR GENER CO;2018
SAROJA_S(2018)17:1399;905850;Saroja, S; Multi-Criteria Decision-Making for Heterogeneous Multiprocessor Scheduling;INT J INF TECH DECIS;2018
SI_J(2018)90:1221;905943;Si, J; Intelligent Fault Diagnosis for Industrial Big Data;J SIGNAL PROCESS SYS;2018
SONG_Y(2018)E101D:2224;906027;Song, Y; Trading-Off Computing and Cooling Energies by VM Migration in Data Centers;IEICE T INF SYST;2018
ULLAH_R(2018)19:324;906129;Ullah, R; Simulator for modeling, analysis, and visualizations of thermal status in data centers;SUSTAIN COMPUT-INFOR;2018
VILLALBA_J(2018)67:1359;906239;Villalba-Moreno, J; Unbiased Rounding for HUB Floating-Point Addition;IEEE T COMPUT;2018
WANG_B(2018)90:1213;906307;Wang, B; A Process Model for XBRL Taxonomy Development;J SIGNAL PROCESS SYS;2018
WANG_M(2018)11:en11092385;906384;Wang, MH; Solving Multi-Objective Fuzzy Optimization in Wireless Smart Sensor Networks under Uncertainty Using a Hybrid of IFR and SSO Algorithm;ENERGIES;2018
XIONG_Z(2018)102:1485;906502;Xiong, Z; Power-Aware Dynamic Deployment Under CPU Utilization Guarantee for Application Server Cluster;WIRELESS PERS COMMUN;2018
YU_J(2018)74:4403;906584;Yu, J; WISE: web of object architecture on IoT environment for smart home and building energy management;J SUPERCOMPUT;2018
ZHOU_C(2018)124:677;906686;Zhou, CL; Numerical simulation on a thermal management system for a small data center;INT J HEAT MASS TRAN;2018
WEI_Y(2018)9:01521;906778;Wei, YC; Online Purchase Intention of Fruits: Antecedents in an Integrated Mode Based on Technology Acceptance Model and Perceived Risk Theory;FRONT PSYCHOL;2018
ALBERGAR_M(2018)192:855;906869;Albergaria, M; Measuring externalities in an information commons: the case of libraries;J CLEAN PROD;2018
HU_S(2018)229:68;907008;Hu, SY; Disturbance region update method for steady compressible flows;COMPUT PHYS COMMUN;2018
JENA_T(2018)43:4115;907093;Jena, T; GA-Based Customer-Conscious Resource Allocation and Task Scheduling in Multi-cloud Computing;ARAB J SCI ENG;2018
LIAO_Y(2018)8:app8081409;907182;Liao, YZ; Relay-Enabled Task Offloading Management for Wireless Body Area Networks;APPL SCI-BASEL;2018
MIRONESC_I(2018)13:503;907277;Mironescu, ID; A Simulation based Analysis of an Multi Objective Diffusive Load Balancing Algorithm;INT J COMPUT COMMUN;2018
MOHAN_N(2018)73:463;907344;Mohan, N; Placing it right!: optimizing energy, processing, and transport in Edge-Fog clouds;ANN TELECOMMUN;2018
PAHLEVAN_A(2018)37:1667;907428;Pahlevan, A; Integrating Heuristic and Machine-Learning Methods for Efficient Virtual Machine Allocation in Data Centers;IEEE T COMPUT AID D;2018
POPOVIC_N(2018)14:3469;907532;Popovic, ND; A Novel Cloud-Based Advanced Distribution Management System Solution;IEEE T IND INFORM;2018
PRAVEEN_S(2018)43:4265;907608;Praveen, SP; Effective Allocation of Resources and Task Scheduling in Cloud Environment using Social Group Optimization;ARAB J SCI ENG;2018
REHANI_N(2018)9:811;907686;Rehani, N; Meta-heuristic based reliable and green workflow scheduling in cloud computing;INT J SYST ASSUR ENG;2018
THALMANN_S(2018)60:179;907763;Thalmann, S; Data driven decision support;IT-INF TECHNOL;2018
WANG_Y(2018)74:3999;907825;Wang, YZ; An efficient parallel algorithm for the coupling of global climate models and regional climate models on a large-scale multi-core cluster;J SUPERCOMPUT;2018
XIAO_H(2018)18:s18082479;907955;Xiao, HY; GWS-A Collaborative Load-Balancing Algorithm for Internet-of-Things;SENSORS-BASEL;2018
ZHAO_T(2018)36:1857;908026;Zhao, T; REd/LED: An Asymptotically Optimal and Scalable Online Algorithm for Service Caching at the Edge;IEEE J SEL AREA COMM;2018
ZHENG_Z(2018)66:3933;908126;Zheng, ZJ; Game Theory for Big Data Processing: Multileader Multifollower Game-Based ADMM;IEEE T SIGNAL PROCES;2018
BARKAT_A(2018)26:723;908226;Barkat, A; Green Approach for Joint Management of Geo-Distributed Data Centers and Interconnection Networks;J NETW SYST MANAG;2018
CAMARA_A(2018)9:info9070166;908352;Camara, AL; Analysis of Conversation Competencies in Strategic Alignment between Business Areas (External Control) and information_technology Areas in a Control Body;INFORMATION;2018
CHANG_Y(2018)E101D:1816;908433;Chang, YH; Energy Efficient Resource Selection and Allocation Strategy for Virtual Machine Consolidation in Cloud Datacenters;IEICE T INF SYST;2018
CHEN_J(2018)10:su10072229;908537;Chen, JH; Research on the Pricing Model of the Dual-Channel Reverse Supply Chain Considering Logistics Costs and Consumers' Awareness of Sustainability Based on Regional Differences;SUSTAINABILITY-BASEL;2018
DIOUANI_S(2018)9:124;908642;Diouani, S; Green Cloud Computing: Efficient Energy-Aware and Dynamic Resources Management in Data Centers;INT J ADV COMPUT SC;2018
GARG_R(2018)13:14;908706;Garg, R; Energy Efficient Scheduling for Multiple Workflows in Cloud Environment;INT J INF TECHNOL WE;2018
KUMAR_H(2018)9:1;908784;Kumar, H; A High Performance Model for Task Allocation in Distributed Computing System Using K-Means Clustering Technique;INT J DISTRIB SYST T;2018
LIU_Z(2018)24:1491;908882;Liu, Z; A hierarchical approach for resource allocation in hybrid cloud environments;WIREL NETW;2018
MUKHERJE_A(2018)101:531;908970;Mukherjee, A; Octopus Algorithm for Wireless Personal Communications;WIRELESS PERS COMMUN;2018
OYEDEJI_S(2018)10:su10072296;909049;Oyedeji, S; A Catalogue Supporting Software Sustainability Design;SUSTAINABILITY-BASEL;2018
QU_X(2018)74:2935;909180;Qu, XL; Improving the energy efficiency and performance of data-intensive workflows in virtualized clouds;J SUPERCOMPUT;2018
SINHA_S(2018)26:37;909282;Sinha, S; Multi-Label Naive Bayes Classifier for Identification of Top Destination and Issues to Accost by Tourism Sector;J GLOB INF MANAG;2018
TRANG_M(2018)11:602;909350;Trang, MX; Policy-Aware Service Composition: Predicting Parallel Execution Performance of Composite Services;IEEE T SERV COMPUT;2018
VELUSAMY_G(2018)10:fi10070057;909431;Velusamy, G; Dynamic Cost-Aware Routing of Web Requests;FUTURE INTERNET;2018
XU_H(2018)74:3016;909519;Xu, HY; Incentive-aware virtual machine scheduling in cloud computing;J SUPERCOMPUT;2018
HARIRI-A_M(2018)18:s12909-018-1249-4;909628;Hariri-Akbari, M; Conversion of extrinsic into intrinsic motivation and computer based testing (CBT);BMC MED EDUC;2018
HE_M(2018):s13638-018-1170-x;909723;He, MY; Multi-objective virtual network embedding algorithm based on Q-learning and curiosity-driven;EURASIP J WIREL COMM;2018
CHEN_J(2018)21:2157;909803;Chen, JK; The influence of behavioural intention on third-party e-commerce payment;S AFR J ECON MANAG S;2018
ABDELBAS_S(2018)25:16533;909875;Abdelbasir, SM; Status of electronic waste recycling techniques: a review;ENVIRON SCI POLLUT R;2018
ABUJASSA_R(2018)14:899;910073;Abujassar, RS; FEASIBILITY OF IP BY ADAPTIVE VIRTUAL ROUTING IN IGP NETWORKS TO ENHANCE SERVICES IN CLOUD COMPUTING;INT J INNOV COMPUT I;2018
ARSLAN_H(2018)40:3095;910142;Arslan, HG; Control-theoretic adaptive cache-fair scheduling of chip multiprocessor systems;T I MEAS CONTROL;2018
DU_J(2018)25:820;910318;Du, JH; A Web Cache Replacement Strategy for Safety-Critical Systems;TEH VJESN;2018
ELAHI_A(2018)100:941;910417;Elahi, A; Out-of-Band Radiation Reduction in Cognitive Radio OFDM Systems Hybridizing Firefly Algorithm with Generalized Sidelobe Canceller;WIRELESS PERS COMMUN;2018
JUNG_J(2018)18:s18061686;910509;Jung, J; Cooperative Computing System for Heavy-Computation and Low-Latency Processing in Wireless Sensor Networks;SENSORS-BASEL;2018
KIM_J(2018)9:180;910613;Kim, JI; A Study of Cognitive Slips According to Contaminants on the Floor;SAF HEALTH WORK-KR;2018
KUMAR_V(2018)5:aac799;910667;Kumar, V; Exergy analysis of hybrid nanofluids with optimum concentration in a plate heat exchanger;MATER RES EXPRESS;2018
LU_W(2018)46:1;910774;Lu, W; NPIY : A novel partitioner for improving mapreduce performance;J VISUAL LANG COMPUT;2018
MOREIRA_T(2018)40:s40430-018-1225-2;910860;Moreira, TA; Nanofluids for heat transfer applications: a review;J BRAZ SOC MECH SCI;2018
OHSAWA_T(2018)E101C:423;911124;Ohsawa, T; A New Read Scheme for High-Density Emerging Memories;IEICE T ELECTRON;2018
NGUYEN_Q(2018)10:su10062019;911187;Nguyen, QA; Theory of Reasoned Action as a Framework for Communicating Climate Risk: A Case Study of Schoolchildren in the Mekong Delta in Vietnam;SUSTAINABILITY-BASEL;2018
SHEN_H(2018)26:1348;911437;Shen, HY; CompVM: A Complementary VM Allocation Mechanism for Cloud Systems;IEEE ACM T NETWORK;2018
TRAN_X(2018)16:285;911534;Tran, XT; A New Data Layout Scheme for Energy-Efficient MapReduce Processing Tasks;J GRID COMPUT;2018
TSAI_L(2018)29:1332;911620;Tsai, LJ; Learning-Based Memory Allocation Optimization for Delay-Sensitive Big Data Processing;IEEE T PARALL DISTR;2018
XIE_L(2018)10:fi10060052;911719;Xie, L; A Novel Self-Adaptive VM Consolidation Strategy Using Dynamic Multi-Thresholds in IaaS Clouds;FUTURE INTERNET;2018
YANG_L(2018)5:1667;911805;Yang, LY; Reducing the Cooling Power of Data Centers by Intelligently Assigning Tasks;IEEE INTERNET THINGS;2018
ZHANG_L(2018)18:14;911895;Zhang, L; RE-FPR: flow preemption routing scheme with redundancy elimination in Software Defined Data Center Networks;SUSTAIN COMPUT-INFOR;2018
ZHANG_W(2018)18:45;911998;Zhang, WL; An energy-efficient algorithm for multi-site application partitioning in MCC;SUSTAIN COMPUT-INFOR;2018
KRISHNA_J(2018)31:3539;912093;Krishna, JV; A Lion-Whale optimization-based migration of virtual machines for data centers in cloud computing;INT J COMMUN SYST;2018
ARAVINDH_M(2018)97:052212;912167;Aravindh, MS; Strange nonchaotic attractors for computation;PHYS REV E;2018
BAYATI_M(2018)337:5;912284;Bayati, M; Power Management Policy for Heterogeneous Data Center Based on Histogram and Discrete-Time MDP;ELECTRON NOTES THEOR;2018
GRIBAUDO_M(2018)337:67;912374;Gribaudo, M; Epistemic Uncertainty Propagation in Power Models;ELECTRON NOTES THEOR;2018
GUO_X(2018)123:5018156;912464;Guo, X; Graphene as current spreading layer on AlGaInP light emitting diodes;J APPL PHYS;2018
LIU_Y(2018)61:s11432-017-9400-y;912539;Liu, Y; NavyDroid: an efficient tool of energy inefficiency problem diagnosis for Android applications;SCI CHINA INFORM SCI;2018
YANG_F(2018)29:1103;912787;Yang, F; Large-Scale and Extreme-Scale Computing with Stranded Green Power: Opportunities and Costs;IEEE T PARALL DISTR;2018
ALI_A(2018)18:131;912917;Ali, A; Hospitality employers' perceptions of technology for sustainable development: The implications for graduate employability;TOUR HOSP RES;2018
AMMAR_M(2018)90:537;913051;Ammar, M; Comparing Three Clustering-based Scheduling Methods for Energy-Aware Rapid Design of MP2SoCs;J SIGNAL PROCESS SYS;2018
CHEN_L(2018)18:s18040940;913221;Chen, LY; Explicit Content Caching at Mobile Edge Networks with Cross-Layer Sensing;SENSORS-BASEL;2018
DEOLIVEI_A(2018)14:82;913324;de Oliveira, AC; Competencies for sustainability: A proposed method for the analysis of their interrelationships;SUSTAIN PROD CONSUMP;2018
JIN_X(2018)E101B:1010;913538;Jin, XM; Energy-Efficient Resource Management in Mobile Cloud Computing;IEICE T COMMUN;2018
NASRI_A(2018)74:1547;913625;Nasri, A; An energy-efficient 3D-stacked STT-RAM cache architecture for cloud processors: the effect on emerging scale-out workloads;J SUPERCOMPUT;2018
PATEL_N(2018)10:59;913720;Patel, N; An Approach for Detection of Overloaded Host to Consolidate Workload in Cloud Datacenter;INT J GRID HIGH PERF;2018
SEBASTIO_S(2018)28:3155336;913795;Sebastio, S; A Holistic Approach for Collaborative Workload Execution in Volunteer Clouds;ACM T MODEL COMPUT S;2018
YU_J(2018)E101D:956;913925;Yu, J; Detecting Regularities of Traffic Signal Timing Using GPS Trajectories;IEICE T INF SYST;2018
ZACHAR_M(2018)16:61;914010;Zachar, M; Energy management and load shaping for commercial microgrids coupled with flexible building environment control;J ENERGY STORAGE;2018
SINGH_S(2018)12:1346;914099;Singh, S; Energy saving estimation in distribution network with smart grid-enabled CVR and solar PV inverter;IET GENER TRANSM DIS;2018
DING_W(2018)11:318;914181;Ding, WC; DFA-VMP: An efficient and secure virtual machine placement strategy under cloud environment;PEER PEER NETW APPL;2018
KIM_D(2018)21:1079;914278;Kim, D; Code refactoring techniques for reducing energy consumption in embedded computing environment;CLUSTER COMPUT;2018
SHAHIN_A(2018)9:54;914471;Shahin, AA; A Collective Neurodynamic Approach to Survivable Virtual Network Embedding;INT J ADV COMPUT SC;2018
XIANG_Y(2018)61:114;914536;Xiang, Y; Mixed-criticality scheduling on heterogeneous multicore systems powered by energy harvesting;INTEGRATION;2018
YIN_X(2018)87:154;914637;Yin, X; Experimental investigation on the performance of a novel single-driving integrated pump and compressor system for electronic cooling;INT J REFRIG;2018
CHINNAIA_V(2018)98:2943;914728;Chinnaiah, V; A Cloud Resource Allocation Strategy Based on Fitness Based Live Migration and Clustering;WIRELESS PERS COMMUN;2018
JACOBPAR_(2018)30:133;914793;JacobPark; Information and communication technology in shaping urban low carbon development pathways;CURR OPIN ENV SUST;2018
PATCH_B(2018)118:48;914869;Patch, B; Transient provisioning and performance evaluation for cloud computing platforms: A capacity value approach;PERFORM EVALUATION;2018
POLEPALL_V(2018)9:S1793962318500022;914969;Polepally, V; Exponential gravitational search algorithm-based VM migration strategy for load balancing in cloud computing;INT J MODEL SIMUL SC;2018
SUNG_H(2018)74:637;915044;Sung, H; OLM: online LLC management for container-based cloud service;J SUPERCOMPUT;2018
PALACIN-_M(2018)172:4338;915160;Palacin-Silva, MV; Infusing sustainability into software engineering education: Lessons learned from capstone projects;J CLEAN PROD;2018
SUN_M(2018)13:0191450;915281;Sun, MS; Hierarchical and hybrid energy storage devices in data centers: Architecture, control and provisioning;PLOS ONE;2018
A-SHEHRI_H(2018):;915371;A-Shehri, HA; Multi-objective VM Placement Algorithms for Green Cloud Data Centers: An Overview;*****;2018
ABDULJAB_M(2018):287;915444;Abduljabbar, M; Design and Implementation of Autonomous Surface Vehicle;IEEE MEDITERR ELECT;2018
ABDULLAH_M(2018)6:58427;915588;Abdullah, MA; Towards Green Energy for Smart Cities: Particle Swarm Optimization Based MPPT Approach;IEEE ACCESS;2018
ABEDIN_M(2018):1;915687;Abedin, MZ; Performance Analysis of Anomaly Based Network Intrusion Detection Systems;*****;2018
ADANE_P(2018):1372;915771;Adane, PD; Predicting Resource Utilization for Cloud Workloads Using Machine Learning Techniques;*****;2018
AGHABABA_A(2018)700:308;915840;Aghababaeipour, A; A New Adaptive Energy-Aware Job Scheduling in Cloud Computing;ADV INTELL SYST;2018
AGRAWAL_A(2018)94:1;915908;Agrawal, A; GCRP: Grid-cycle routing protocol for wireless sensor network with mobile sink;AEU-INT J ELECTRON C;2018
AICARDI_M(2018):;916000;Aicardi, M; Decentralized Scalable Dynamic Load Balancing among Virtual Network Slice Instantiations;IEEE GLOBE WORK;2018
AL-AQRAB_H(2018):17;916077;Al-Aqrabi, H; A Scalable Model for Secure Multiparty Authentication;*****;2018
ALIYU_A(2018)6:47610;916259;Aliyu, A; Interference-Aware Multipath Video Streaming in Vehicular Environments;IEEE ACCESS;2018
ALJOBORY_K(2018):737;916392;Aljobory, K; An Adaptive Offloading Decision Scheme in Two-Class Mobile Edge Computing Systems;*****;2018
ANGHEL_I(2018):;916454;Anghel, I; Converting Data Centers in Energy Flexibility Ecosystems;*****;2018
ANSONG_E(2018)84:12008;916539;Ansong, E; Organisational adoption of telecommuting: Evidence from a developing country;ELECTR J INF SYS DEV;2018
ARIANYAN_E(2018)15:10;916883;Arianyan, E; New Six-Phase On-line Resource Management Process for Energy and SLA Efficient Consolidation in Cloud Data Centers;INT ARAB J INF TECHN;2018
ARSHAD_H(2018):84;916953;Arshad, H; Evaluating Bio-Inspired Optimization Techniques for Utility Price Estimation in Fog Computing;*****;2018
ASSEFA_B(2018):974;917038;Assefa, BG; MER-SDN: Machine Learning Framework for Traffic Aware Energy Efficient Routing in SDN;*****;2018
AWAD_M(2018)19:781;917205;Awad, MK; Distributed and Load Adaptive Energy Management Algorithm for Ethernet Green Routers;J INTERNET TECHNOL;2018
AZIMI_I(2018):63;917299;Azimi, I; Empowering Healthcare IoT Systems with Hierarchical Edge-based Deep Learning;*****;2018
BADRELDI_I(2018):719;917393;Badreldin, IS; Realizing Closed-loop, Online Tuning and Control for Configurable-cache Embedded Systems: Progress and Challenges;IEEE COMP SOC ANN;2018
BAKTIR_A(2018)6:56765;917483;Baktir, AC; SDN-Based Mult-Tier Computing and Communication Architecture for Pervasive Healthcare;IEEE ACCESS;2018
BARAHMAN_M(2018):;917581;Barahman, M; A Fair Computational Resource Management Strategy in C-RAN;*****;2018
BEEREL_P(2018):;917637;Beerel, PA; Opportunities for Machine Learning in Electronic Design Automation;IEEE INT SYMP CIRC S;2018
